Artist,Title,Album,Key,Tempo,Genre,Energy,CuePoints,Comment,Overall Volume
Deja Norm'al,This War Is Over (Alternate Version),This War Is Over (Demos),D#m,131.02,Alternative,6,8,D#m - 131.02 - 0 00000442 00000834 0000676B 0000663E 000487CB 000487CB 00007F13 00007EC3 0001FA53 0000E52F 00000000 00000210 000007B0 0000000000C88BC0 00000000 005AE76E 00000000 00000000 00000000 00000000 00000000 00000000 0A124F13+351706+19+150+18466+40842+57236+78032+108188+116422+133135+162671+186407+207399+211046+227915+243846+258940+278300+294291+314630+329354 19,-13.9 dB
Deja Norm'al,Keep It Steady,From Atop A Burning Building,G,116.50,Alternative,4,4,G - 116.50,-13.2 dB
Deja Norm'al,Aromatic Armistice,The Indifferent Beginnings Of The Modern Age EP,C#m,132.19,Indie Rock,6,8,C#m - 132.19,-16.7 dB
Deja Norm'al,Wynona Ride-You,From Atop A Burning Building,Bm,120.70,Alternative,4,5,Bm - 120.70,-12.0 dB
Deja Norm'al,Three Leaves Falling,The Indifferent Beginnings Of The Modern Age EP,F#m,144.38,Indie Rock,5,8,F#m - 144.38,-14.5 dB
Deja Norm'al,A Letter To Write,This War Is Over,B,124.86,Alternative,6,8,B - 124.86,-13.0 dB
Deja Norm'al,Goodbye Mr. Perfection,This War Is Over,B,145.00,Unknown Genre,3,8,B - 145.00,-17.7 dB
Deja Norm'al,Seven Days,This War Is Over,G#,123.20,Alternative,5,8,G# - 123.20,-13.2 dB
Deja Norm'al,Interlude To The Autumn Division,The Indifferent Beginnings Of The Modern Age EP,C,104.34,Indie Rock,4,5,C - 104.34,-12.7 dB
Deja Norm'al,View of Coma,From Atop A Burning Building,G,82.50,Alternative,7,8,G - 82.50,-11.3 dB
Deja Norm'al,Valuntas Tua,From Atop A Burning Building,G,152.00,Alternative,5,8,G - 152.00,-12.9 dB
Deja Norm'al,May,From Atop A Burning Building,G,134.29,Alternative,3,8,G - 134.29,-14.8 dB
Deja Norm'al,View of Coma,This War Is Over,F#,80.49,Alternative,7,4,F# - 80.49,-11.7 dB
Deja Norm'al,Our Perfect Ending,From Atop A Burning Building,D#,140.05,Alternative,3,3,D# - 140.05,-16.3 dB
Deja Norm'al,Life Is Just A Box,From Atop A Burning Building,E,100.01,Alternative,5,8,E - 100.01,-15.0 dB
Deja Norm'al,Track 06,,G#,123.19,,4,8,G# - 123.19,-18.1 dB
Deja Norm'al,The Great Escape,This War Is Over,C#,87.01,Alternative,7,8,C# - 87.01,-11.3 dB
Deja Norm'al,Goodbye Mr. Perfection,This War Is Over,B,145.00,Alternative,3,8,B - 145.00,-12.7 dB
Deja Norm'al,"Tonight, The Sun Drowns Itself",The Indifferent Beginnings Of The Modern Age EP,Bm,92.96,Indie Rock,3,8,Bm - 92.96,-18.2 dB
Deja Norm'al,Track 05,,D#m,131.01,,6,8,D#m - 131.01,-19.6 dB
Demi Lovato,Skyscraper,Unbroken,G,104.01,Pop,6,8,G - 104.01,-8.3 dB
demxntia,I Won't Change,Fuck Playlist,Fm,145.01,Alternative,6,7,Fm - 145.01,-8.1 dB
demxntia,idk what i love,idk what i love,Cm,120.01,Alternative,6,8,Cm - 120.01,-8.4 dB
Dependence,Never in the Cards,Holding on When Moving On,Gm,144.01,Alternative,4,8,Gm - 144.01,-7.2 dB
Destiny Worldwide,Trade It All,Rockin Romance,G#m,97.00,Rock,7,8,G#m - 97.00,-11.3 dB
Divided By Friday,Locked Out Of Heaven (Bruno Mars cover),Love Is Hopeless 2013,Fm,150.00,Alternative,7,3,Fm - 150.00,-6.9 dB
Doctor Brixx,Baby Boy (Beyonce vs Blessthefall),LESS is MORE,F#,89.99,,6,8,F# - 89.99 - F# major (7d),-13.2 dB
Doctor Brixx,Zoophilia [Paramore vs. Neon Trees] ,YT Mashups,F,142.00,,7,4,F - 142.00,-10.0 dB
Doctor Brixx,High Rise Heartache (Taylor Swift vs Lostprophets),LESS is MORE,G,86.00,,7,8,G - 86.00 - Visit https://doctorbrixx.bandcamp.com,-12.7 dB
Doctor Brixx,Insomnia (Katy Perry vs Enter Shikari),LESS is MORE,F,85.01,,7,8,F - 85.01 - Visit https://doctorbrixx.bandcamp.com,-11.5 dB
Doctor Brixx,Insomnia (Katy Perry vs Enter Shikari),LESS is MORE,F,85.01,,7,8,F - 85.01 - F major (12d),-11.5 dB
Doctor Brixx,Ink on the Sheets (Rihanna vs The Used),LESS is MORE,G,90.00,,7,8,G - 90.00 - Visit https://doctorbrixx.bandcamp.com,-13.8 dB
Doctor Brixx,Ghost Ride (Jason Derulo vs Yellowcard),LESS is MORE,A,90.00,,7,8,A - 90.00 - A major (4d),-14.0 dB
Doctor Brixx,Ghost Ride (Jason Derulo vs Yellowcard),LESS is MORE,A,90.00,,7,8,A - 90.00 - Visit https://doctorbrixx.bandcamp.com,-14.0 dB
Doctor Brixx,Espresso (The Wonder Years vs Paramore),LESS is MORE,D,86.00,,6,8,D - 86.00 - Visit https://doctorbrixx.bandcamp.com,-12.4 dB
Doctor Brixx,(Face) Down [Red Jumpsuit Apparatus vs. blink-182] ,YT Mashups,B,93.00,,7,7,B - 93.00,-10.0 dB
Doctor Brixx,Caduceus [Funeral For a Friend vs. Breaking Benjamin] ,YT Mashups,F#,81.99,,6,7,F# - 81.99,-8.6 dB
Doctor Brixx,Delaware Memorial Bridge [MxPx vs. A Day to Remember] ,YT Mashups,C,154.00,,7,3,C - 154.00,-9.8 dB
Doctor Brixx,Forever [CHVRCHES vs. blink-182] ,YT Mashups,C#,86.99,,7,8,C# - 86.99,-9.6 dB
Doctor Brixx,Matador [Selena Gomez vs. Pierce the Veil],YT Mashups,F#m,80.07,,7,8,F#m - 80.07,-10.3 dB
Doctor Brixx,Picking Up the Pieces [Kelly Clarkson vs. Pierce the Veil],YT Mashups,F#,115.00,,5,8,F# - 115.00,-10.3 dB
Doctor Brixx,Pressing Dammit [Relient K vs. blink-182] ,YT Mashups,C#,119.99,,7,8,C# - 119.99,-9.9 dB
Doctor Brixx,Shake It Easy [Taylor Swift vs. +44 vs. State Champs],YT Mashups,C,83.00,,8,8,C - 83.00,-11.0 dB
Doctor Brixx,Doomed to Fail (Little Mix vs. Sunny Day Real Estate),Delaware Sad Mash EP,Dm,143.96,,6,3,Dm - 143.96 - Visit https://doctorbrixx.bandcamp.com,-11.2 dB
Doctor Brixx,Shock (Linkin Park vs Breathe Carolina),LESS is MORE,F#m,119.99,,7,8,F#m - 119.99 - A major (4d),-12.8 dB
Doctor Brixx,Shock (Linkin Park vs Breathe Carolina),LESS is MORE,F#m,119.99,,7,8,F#m - 119.99 - Visit https://doctorbrixx.bandcamp.com,-12.8 dB
Doctor Brixx,Memories of Home (Fall Out Boy vs Mayday Parade),LESS is MORE,A#m,156.00,,6,8,A#m - 156.00 - Visit https://doctorbrixx.bandcamp.com,-13.2 dB
Doctor Brixx,Let Me Love Chelsea (Ne-Yo vs The Summer Set),LESS is MORE,F,129.99,,8,8,F - 129.99 - Visit https://doctorbrixx.bandcamp.com,-11.3 dB
Doctor Brixx,Baby Boy (Beyonce vs Blessthefall),LESS is MORE,F#,89.99,,6,8,F# - 89.99 - Visit https://doctorbrixx.bandcamp.com,-13.2 dB
Doctor Brixx,Dopamine (feat. Beyonce & blink-182),Lovely Little Mashes,F,168.06,,4,5,F - 168.06 - F major (12d),-12.1 dB
Doctor Brixx,Depression,Crash,C,151.24,,7,8,C - 151.24 - Visit https://doctorbrixx.bandcamp.com,-9.2 dB
Doctor Brixx,Too Far (Real Friends vs. Miley Cyrus),Delaware Sad Mash EP,E,81.00,,7,8,E - 81.00 - Visit https://doctorbrixx.bandcamp.com,-11.3 dB
Doctor Brixx,Work Harder,Crash,Gm,113.80,,6,8,Gm - 113.80 - Visit https://doctorbrixx.bandcamp.com,-12.0 dB
Doctor Brixx,Shared Suffering (feat. Fifth Harmony),Apart Attack: A Man Overboard Mashup Album,A#,84.99,,6,8,A# - 84.99 - Visit https://doctorbrixx.bandcamp.com,-9.9 dB
Doctor Brixx,Tequila (Breathe Carolina vs Taylor Swift),1991,G,125.00,,7,5,G - 125.00 - G major (2d),-10.1 dB
Doctor Brixx,Finesse Your Feelings (feat. Bruno Mars),Apart Attack: A Man Overboard Mashup Album,Fm,100.00,,7,5,Fm - 100.00 - Visit https://doctorbrixx.bandcamp.com,-10.4 dB
Doctor Brixx,Ambition,Crash,A#m,116.09,,7,8,A#m - 116.09 - Visit https://doctorbrixx.bandcamp.com,-8.4 dB
Doctor Brixx,Art (Avril Lavigne vs Taylor Swift),1991,F,90.00,Pop,5,8,F - 90.00 - F major (12d),-11.6 dB
Doctor Brixx,Morning Person (feat. MGK),Apart Attack: A Man Overboard Mashup Album,Gm,84.99,,7,8,Gm - 84.99 - Visit https://doctorbrixx.bandcamp.com,-9.2 dB
Doctor Brixx,Style Tones (As It Is vs Taylor Swift),1991,D,94.99,Pop,7,8,D - 94.99 - D major (3d),-9.3 dB
Doctor Brixx,Condemned (Switchfoot vs Taylor Swift),1991,Am,92.01,,6,8,Am - 92.01 - A minor (1m),-10.7 dB
Doctor Brixx,Hell Has One Star On Yelp (All American Rejects vs The Mighty Mighty Bosstones vs Taylor Swift),1991,F,97.00,Pop,8,8,F - 97.00 - F major (12d),-10.0 dB
Doctor Brixx,Shake It Off In Me Part II (A Day to Remember vs Taylor Swift),1991,C,80.00,,7,5,C - 80.00 - C major (1d),-10.9 dB
Doctor Brixx,Party Foul (feat. LMFAO),Apart Attack: A Man Overboard Mashup Album,Fm,140.00,,8,8,Fm - 140.00 - Visit https://doctorbrixx.bandcamp.com,-8.0 dB
Doctor Brixx,Pull the Trigger (Fall Out Boy vs Taylor Swift),1991,Am,115.00,,7,8,Am - 115.00 - A minor (1m),-11.9 dB
Doctor Brixx,Autopsy (feat. Silverstein),Apart Attack: A Man Overboard Mashup Album,Cm,90.01,,7,8,Cm - 90.01 - Visit https://doctorbrixx.bandcamp.com,-7.9 dB
Doctor Brixx,Deadly (Panic! at the Disco vs Taylor Swift),1991,G,84.99,,6,8,G - 84.99 - G major (2d),-10.8 dB
Doctor Brixx,New Depths (Sum 41 vs Taylor Swift),1991,F,119.99,,8,8,F - 119.99 - F major (12d),-11.0 dB
Doctor Brixx,Safari (Green Day vs Taylor Swift),1991,Fm,140.01,,5,6,Fm - 140.01 - A♭ major (9d),-13.2 dB
Doctor Brixx,Hope (Close Your Eyes vs Beartooth vs Taylor Swift),1991,F,125.01,,7,8,F - 125.01 - F major (12d),-10.4 dB
Doctor Brixx,Queen of Hearts (30 Seconds to Mars vs Taylor Swift),1991,E,82.49,,4,7,E - 82.49 - E major (5d),-11.0 dB
Doctor Brixx,Medium (Mayday Parade vs Taylor Swift),1991,C,120.00,Alternative,6,4,C - 120.00 - A minor (1m),-10.8 dB
Doctor Brixx,Streaking (feat. X Ambassadors),Apart Attack: A Man Overboard Mashup Album,A#,150.02,,7,8,A# - 150.02 - Visit https://doctorbrixx.bandcamp.com,-9.8 dB
Doctor Brixx,Wholesome (Paramore vs Taylor Swift),1991,E,104.00,Pop,5,8,E - 104.00 - E major (5d),-9.6 dB
Doctor Brixx,Heaven (Panic! at the Disco vs Taylor Swift),1991,D#,85.02,,7,6,D# - 85.02 - E♭ major (10d),-10.5 dB
Doctor Brixx,Whose Hoodie (feat. Selena Gomez),Apart Attack: A Man Overboard Mashup Album,E,101.00,,8,6,E - 101.00 - Visit https://doctorbrixx.bandcamp.com,-9.7 dB
Doctor Brixx,You Are In Strange Love (Halsey vs Taylor Swift),1991,B,85.00,,5,6,B - 85.00 - B major (6d),-12.5 dB
Doctor Brixx,Thinking Bout Magic (Angels and Airwaves vs. Ariana Grande),10 Year Tour,C,103.02,,5,3,C - 103.02 - A minor (1m),-9.4 dB
Doctor Brixx,Boy Without a Room (feat. Carly Rae Jepsen),Apart Attack: A Man Overboard Mashup Album,A#,105.00,,7,8,A# - 105.00 - Visit https://doctorbrixx.bandcamp.com,-8.1 dB
Doctor Brixx,I Like Jamie (Mayday Parade vs. Bruno Mars),10 Year Tour,A#m,138.01,Club,8,8,A#m - 138.01 - D♭ major (8d),-8.8 dB
Doctor Brixx,Plaid (We The Kings vs. MØ),10 Year Tour,Bm,80.01,,7,8,Bm - 80.01 - B minor (3m),-10.1 dB
Doctor Brixx,Before You (Sigma vs. Jimmy Eat World),Delaware Sad Mash EP,Cm,90.00,,7,8,Cm - 90.00 - Visit https://doctorbrixx.bandcamp.com,-10.5 dB
Doctor Brixx,Forever and Ever (One Direction vs. Dashboard Confessional),Delaware Sad Mash EP,D#,94.00,,7,8,D# - 94.00 - E♭ major (10d),-9.3 dB
Doctor Brixx,Love Me or I Die (Brand New vs. Usher),Delaware Sad Mash EP,F#,81.00,,6,8,F# - 81.00 - Visit https://doctorbrixx.bandcamp.com,-11.4 dB
Doctor Brixx,Crash,Crash,Am,152.89,,7,4,Am - 152.89 - Visit https://doctorbrixx.bandcamp.com,-8.7 dB
Doctor Brixx,West Side Story (Professor Green vs All Time Low),LESS is MORE,Bm,94.64,,6,8,Bm - 94.64 - Visit https://doctorbrixx.bandcamp.com,-13.8 dB
Doctor Brixx,Emptiness,Crash,G#m,119.13,,6,5,G#m - 119.13 - Visit https://doctorbrixx.bandcamp.com,-10.2 dB
Doctor Brixx,Suppyhead (feat. Passion Pit),Apart Attack: A Man Overboard Mashup Album,G#,100.01,,7,6,G# - 100.01 - Visit https://doctorbrixx.bandcamp.com,-7.3 dB
Doctor Brixx,Identity Crisis,Crash,Em,87.50,,7,8,Em - 87.50 - Visit https://doctorbrixx.bandcamp.com,-9.4 dB
Doctor Brixx,Behavior Changes,Crash,F,82.52,,7,8,F - 82.52 - Visit https://doctorbrixx.bandcamp.com,-10.4 dB
Doctor Brixx,Drunk Text (Fall Out Boy vs. Sam Hunt),10 Year Tour,C#,156.00,,7,8,C# - 156.00 - D♭ major (8d),-11.8 dB
Doctor Brixx,I Have Seasonal Affective Disorder (feat. Camila Cabello),Apart Attack: A Man Overboard Mashup Album,A#m,83.99,,5,8,A#m - 83.99 - Visit https://doctorbrixx.bandcamp.com,-8.2 dB
Doctor Brixx,Social Withdrawal,Crash,B,140.42,,7,8,B - 140.42 - Visit https://doctorbrixx.bandcamp.com,-9.6 dB
Doctor Brixx,Doomed to Fail (Little Mix vs. Sunny Day Real Estate),Delaware Sad Mash EP,Dm,143.96,,6,3,Dm - 143.96 - F major (12d),-11.2 dB
Doctor Brixx,Denial,Crash,G,105.75,,6,8,G - 105.75 - Visit https://doctorbrixx.bandcamp.com,-8.8 dB
Doctor Brixx,Totally Radical (Against Me! vs. Green Day),10 Year Tour,A,93.00,,7,8,A - 93.00 - A major (4d),-9.5 dB
Doctor Brixx,Night Owl (The Used vs. Charlie Wilson),10 Year Tour,F#m,91.02,,7,7,F#m - 91.02 - E major (5d),-9.3 dB
Doctor Brixx,Caught (feat. Taylor Swift),Apart Attack: A Man Overboard Mashup Album,F#,80.99,,8,8,F# - 80.99 - Visit https://doctorbrixx.bandcamp.com,-10.4 dB
Doctor Brixx,False Flag (A Day to Remember vs. Kygo),10 Year Tour,A#,100.00,,6,8,A# - 100.00 - B♭ major (11d),-10.1 dB
Doctor Brixx,VIP Room (All Time Low vs. Nick Jonas),10 Year Tour,Bm,96.00,,6,8,Bm - 96.00 - B minor (3m),-15.8 dB
Doctor Brixx,Value Shift,Crash,C,113.86,,6,8,C - 113.86 - Visit https://doctorbrixx.bandcamp.com,-12.7 dB
Doctor Brixx,Dedication (Paramore vs. Selena Gomez),10 Year Tour,Cm,129.98,,6,8,Cm - 129.98 - E♭ major (10d),-8.9 dB
Doctor Brixx,Heart of the Matter (feat. ILLENIUM),Apart Attack: A Man Overboard Mashup Album,C#,85.01,,6,8,C# - 85.01 - Visit https://doctorbrixx.bandcamp.com,-8.1 dB
Doctor Brixx,Displaced Conflict,Crash,Bm,80.72,,7,8,Bm - 80.72 - Visit https://doctorbrixx.bandcamp.com,-9.8 dB
Doctor Brixx,Good Riddance (Relient K vs. Sam Hunt),10 Year Tour,G#,140.00,Country,7,8,G# - 140.00 - A♭ major (9d),-10.1 dB
Doctor Brixx,Neglect,Crash,F,132.45,,6,8,F - 132.45 - Visit https://doctorbrixx.bandcamp.com,-9.6 dB
Doctor Brixx,Disappearing Act (feat. Skylar Grey),Apart Attack: A Man Overboard Mashup Album,D#,95.00,,7,8,D# - 95.00 - Visit https://doctorbrixx.bandcamp.com,-8.5 dB
Doctor Brixx,Bloody Hell (Linkin Park vs. Avril Lavigne),10 Year Tour,A,150.00,Pop,8,8,A - 150.00 - A major (4d),-9.5 dB
Doctor Brixx,Antigravity (feat. Volumes),Lovely Little Mashes,A,114.99,,6,8,A - 114.99 - A major (4d),-11.4 dB
Doctor Brixx,Where I Dive (feat. Anja Nissen),Apart Attack: A Man Overboard Mashup Album,A#m,90.99,,7,8,A#m - 90.99 - Visit https://doctorbrixx.bandcamp.com,-8.0 dB
Doctor Brixx,Taking Control,Rock and Rave,Fm,128.01,,7,8,Fm - 128.01 - Visit https://doctorbrixx.bandcamp.com,-9.8 dB
Doctor Brixx,"Top of the Food Chain (feat. Seven Lions, Smooth)",The Lamest Generation: A The Wonder Years Mashup Album,B,87.00,,8,8,B - 87.00 - Visit https://doctorbrixx.bandcamp.com,-7.9 dB
Doctor Brixx,Purple and White (feat. Taylor Swift & Snakehips),The Lamest Generation: A The Wonder Years Mashup Album,Gm,112.99,,6,8,Gm - 112.99 - Visit https://doctorbrixx.bandcamp.com,-7.1 dB
Doctor Brixx,We Could Tear Us Apart (feat. Ghost Beach),The Lamest Generation: A The Wonder Years Mashup Album,B,87.50,,6,8,B - 87.50 - Visit https://doctorbrixx.bandcamp.com,-7.5 dB
Doctor Brixx,Alka-Seltzer and Pedialyte (feat. Taio Cruz),The Lamest Generation: A The Wonder Years Mashup Album,D#,120.00,,8,8,D# - 120.00 - Visit https://doctorbrixx.bandcamp.com,-8.8 dB
Doctor Brixx,Obvious (feat. Zedd),The Lamest Generation: A The Wonder Years Mashup Album,Fm,119.93,,6,7,Fm - 119.93 - Visit https://doctorbrixx.bandcamp.com,-8.7 dB
Doctor Brixx,Lasik (feat. Sia),Save Mashups: A Fall Out Boy Mashup Album,Am,145.01,,7,8,Am - 145.01 - Visit https://doctorbrixx.bandcamp.com,-9.0 dB
Doctor Brixx,Muzzle Flash (feat. The Weeknd),Save Mashups: A Fall Out Boy Mashup Album,Cm,84.99,,6,8,Cm - 84.99 - Visit https://doctorbrixx.bandcamp.com,-6.9 dB
Doctor Brixx,Under 21 (feat. P!nk),Save Mashups: A Fall Out Boy Mashup Album,Bm,90.99,,6,8,Bm - 90.99 - Visit https://doctorbrixx.bandcamp.com,-11.3 dB
Doctor Brixx,Freddy Krueger (feat. Beyonce),Save Mashups: A Fall Out Boy Mashup Album,C#m,134.01,,7,8,C#m - 134.01 - Visit https://doctorbrixx.bandcamp.com,-9.4 dB
Doctor Brixx,Evil (feat. Ellie Goulding),Save Mashups: A Fall Out Boy Mashup Album,E,115.01,,8,8,E - 115.01 - Visit https://doctorbrixx.bandcamp.com,-8.8 dB
Doctor Brixx,Wobbly (feat. Justin Timberlake),Save Mashups: A Fall Out Boy Mashup Album,Am,150.00,,7,7,Am - 150.00 - Visit https://doctorbrixx.bandcamp.com,-9.2 dB
Doctor Brixx,There For Yesterday (feat. Martin Garrix),Save Mashups: A Fall Out Boy Mashup Album,F#m,99.99,,7,8,F#m - 99.99 - Visit https://doctorbrixx.bandcamp.com,-9.3 dB
Doctor Brixx,The Devil's Back (feat. Backstreet Boys),The Lamest Generation: A The Wonder Years Mashup Album,A#m,108.02,,6,8,A#m - 108.02 - Visit https://doctorbrixx.bandcamp.com,-11.1 dB
Doctor Brixx,RSVP (feat. Taylor Swift),Save Mashups: A Fall Out Boy Mashup Album,F,120.00,,9,8,F - 120.00 - Visit https://doctorbrixx.bandcamp.com,-9.9 dB
Doctor Brixx,The Beast Knows (feat. The Glitch Mob),Save Mashups: A Fall Out Boy Mashup Album,F,79.99,,7,8,F - 79.99 - Visit https://doctorbrixx.bandcamp.com,-8.2 dB
Doctor Brixx,Eyes Like Ashes (feat. Chase & Status),Save Mashups: A Fall Out Boy Mashup Album,Gm,138.00,,6,8,Gm - 138.00 - Visit https://doctorbrixx.bandcamp.com,-8.4 dB
Doctor Brixx,Close My Eyes,Rock and Rave,G,127.98,,7,7,G - 127.98 - Visit https://doctorbrixx.bandcamp.com,-10.0 dB
Doctor Brixx,Carry Me Home,Rock and Rave,C,127.97,,7,4,C - 127.97 - Visit https://doctorbrixx.bandcamp.com,-9.7 dB
Doctor Brixx,Give It Up,Rock and Rave,Dm,127.99,,7,4,Dm - 127.99 - Visit https://doctorbrixx.bandcamp.com,-9.1 dB
Doctor Brixx,Dirty (feat. Chumbawamba),Lovely Little Mashes,D,103.00,,8,8,D - 103.00 - D major (3d),-9.6 dB
Doctor Brixx,All That Glitters Is Gold,Rock and Rave,F#,127.99,,8,7,F# - 127.99 - Visit https://doctorbrixx.bandcamp.com,-9.2 dB
Doctor Brixx,Voice Inside My Head,Rock and Rave,G#m,128.01,,7,8,G#m - 128.01 - Visit https://doctorbrixx.bandcamp.com,-10.1 dB
Doctor Brixx,Your Little Spies,Rock and Rave,C#m,127.97,,8,5,C#m - 127.97 - Visit https://doctorbrixx.bandcamp.com,-9.6 dB
Doctor Brixx,Standing on the Rooftop,Rock and Rave,A,128.02,,7,8,A - 128.02 - Visit https://doctorbrixx.bandcamp.com,-10.5 dB
Doctor Brixx,Never Gonna Keep Me Down,Rock and Rave,Bm,128.00,,7,8,Bm - 128.00 - Visit https://doctorbrixx.bandcamp.com,-9.8 dB
Doctor Brixx,On My Way to You,Rock and Rave,Em,128.00,,8,8,Em - 128.00 - Visit https://doctorbrixx.bandcamp.com,-8.5 dB
Doctor Brixx,Applause (feat. Charli XCX),Save Mashups: A Fall Out Boy Mashup Album,E,91.00,,7,8,E - 91.00 - Visit https://doctorbrixx.bandcamp.com,-8.6 dB
Doctor Brixx,So Come On,Rock and Rave,Cm,128.00,,8,8,Cm - 128.00 - Visit https://doctorbrixx.bandcamp.com,-10.4 dB
Doctor Brixx,Draftees (feat. Matisyahu),The Lamest Generation: A The Wonder Years Mashup Album,A#,85.99,,7,8,A# - 85.99 - Visit https://doctorbrixx.bandcamp.com,-9.1 dB
Doctor Brixx,Church Friends (feat. Marshmello),The Lamest Generation: A The Wonder Years Mashup Album,C#,100.01,,6,6,C# - 100.01 - Visit https://doctorbrixx.bandcamp.com,-8.7 dB
Doctor Brixx,Guilty (feat. Sigma),What You Don't Hear: A The Story So Far mashup album,D#,88.01,,8,8,D# - 88.01 - Visit https://doctorbrixx.bandcamp.com,-8.6 dB
Doctor Brixx,$19 (feat. Dan + Shay),What You Don't Hear: A The Story So Far mashup album,F#,83.00,,6,8,F# - 83.00 - Visit https://doctorbrixx.bandcamp.com,-11.0 dB
Doctor Brixx,Rude Luck (feat. MAGIC!),What You Don't Hear: A The Story So Far mashup album,C#,90.01,,8,8,C# - 90.01 - Visit https://doctorbrixx.bandcamp.com,-8.5 dB
Doctor Brixx,Spilled Milk (feat. Kelly Clarkson),What You Don't Hear: A The Story So Far mashup album,C#,88.00,,7,5,C# - 88.00 - Visit https://doctorbrixx.bandcamp.com,-10.4 dB
Doctor Brixx,Clink (feat. The Maine),What You Don't Hear: A The Story So Far mashup album,C#,105.00,,7,8,C# - 105.00 - Visit https://doctorbrixx.bandcamp.com,-10.8 dB
Doctor Brixx,Reservation (feat. Liam Payne & Rita Ora),What You Don't Hear: A The Story So Far mashup album,D#m,103.99,,7,5,D#m - 103.99 - Visit https://doctorbrixx.bandcamp.com,-7.8 dB
Doctor Brixx,"Here, Bitch (feat. Marina and the Diamonds)",What You Don't Hear: A The Story So Far mashup album,Cm,83.00,,7,8,Cm - 83.00 - Visit https://doctorbrixx.bandcamp.com,-8.0 dB
Doctor Brixx,Hurricane Victim (feat. Something Corporate),What You Don't Hear: A The Story So Far mashup album,B,84.50,,6,7,B - 84.50 - Visit https://doctorbrixx.bandcamp.com,-9.6 dB
Doctor Brixx,Girl Talk (feat. City and Colour),What You Don't Hear: A The Story So Far mashup album,A#,150.00,,4,4,A# - 150.00 - Visit https://doctorbrixx.bandcamp.com,-9.4 dB
Doctor Brixx,Hostage (feat. Purity Ring),What You Don't Hear: A The Story So Far mashup album,C#,146.00,,7,8,C# - 146.00 - Visit https://doctorbrixx.bandcamp.com,-9.0 dB
Doctor Brixx,Eclipse (feat. The Vamps & Matoma),What You Don't Hear: A The Story So Far mashup album,Cm,140.00,,7,8,Cm - 140.00 - Visit https://doctorbrixx.bandcamp.com,-8.8 dB
Doctor Brixx,"Hospital For Love (feat. Florence + The Machine, Seven Lions)",Transient: A Bring Me The Horizon Mashup Album,Am,139.86,,7,8,Am - 139.86 - Visit https://doctorbrixx.bandcamp.com,-8.4 dB
Doctor Brixx,Chasing Water (feat. Said the Sky),The Lamest Generation: A The Wonder Years Mashup Album,Cm,94.02,,6,8,Cm - 94.02 - Visit https://doctorbrixx.bandcamp.com,-9.9 dB
Doctor Brixx,Crooked Baby (feat. Justin Bieber),Transient: A Bring Me The Horizon Mashup Album,Cm,139.96,,8,7,Cm - 139.96 - Visit https://doctorbrixx.bandcamp.com,-9.5 dB
Doctor Brixx,Touched It All Before (feat. Cascada),Transient: A Bring Me The Horizon Mashup Album,Fm,134.99,,8,8,Fm - 134.99 - Visit https://doctorbrixx.bandcamp.com,-8.9 dB
Doctor Brixx,Pentecostal (feat. Flume),Transient: A Bring Me The Horizon Mashup Album,Cm,127.50,,6,7,Cm - 127.50 - Visit https://doctorbrixx.bandcamp.com,-8.2 dB
Doctor Brixx,Shadow Briefcase (feat. Chase & Status),Transient: A Bring Me The Horizon Mashup Album,A#m,145.00,,7,8,A#m - 145.00 - Visit https://doctorbrixx.bandcamp.com,-8.4 dB
Doctor Brixx,Run On Hell (feat. Tove Lo),Transient: A Bring Me The Horizon Mashup Album,Gm,138.00,,8,8,Gm - 138.00 - Visit https://doctorbrixx.bandcamp.com,-8.8 dB
Doctor Brixx,Sleepwalking in Baltimore (feat. All Time Low),Transient: A Bring Me The Horizon Mashup Album,Dm,150.00,,7,8,Dm - 150.00 - Visit https://doctorbrixx.bandcamp.com,-8.5 dB
Doctor Brixx,Empire 10/6 (Let Them Do It) (feat. Pierce Fulton),Transient: A Bring Me The Horizon Mashup Album,Cm,99.99,,7,8,Cm - 99.99 - Visit https://doctorbrixx.bandcamp.com,-7.8 dB
Doctor Brixx,Till The Wolves End (feat. Britney Spears),Transient: A Bring Me The Horizon Mashup Album,Cm,146.00,,7,8,Cm - 146.00 - Visit https://doctorbrixx.bandcamp.com,-8.2 dB
Doctor Brixx,Adrenaline (feat. Krewella),Transient: A Bring Me The Horizon Mashup Album,C#,124.99,,7,8,C# - 124.99 - Visit https://doctorbrixx.bandcamp.com,-8.8 dB
Doctor Brixx,"Curtain Call (feat. Madeon, Netsky)",The Lamest Generation: A The Wonder Years Mashup Album,A#m,88.56,,7,8,A#m - 88.56 - Visit https://doctorbrixx.bandcamp.com,-7.9 dB
Doctor Brixx,"Prayer Circle (feat. Roots, Zeds Dead)",The Lamest Generation: A The Wonder Years Mashup Album,Cm,90.00,,6,8,Cm - 90.00 - Visit https://doctorbrixx.bandcamp.com,-9.0 dB
Doctor Brixx,When Madelyn's Gone (feat. Avril Lavigne),The Lamest Generation: A The Wonder Years Mashup Album,Em,144.01,,6,6,Em - 144.01 - Visit https://doctorbrixx.bandcamp.com,-12.7 dB
Doctor Brixx,Weather Delay (feat. Lily Allen),The Lamest Generation: A The Wonder Years Mashup Album,C#,95.00,,7,8,C# - 95.00 - Visit https://doctorbrixx.bandcamp.com,-8.9 dB
